comments,predicted_aspects
they seated us in the indoor patio area in view of the bellagio fountain nice ambience and great servicen nntheir french onion soup was very good we also got their potatoes gaufrettes with side of blue cheese dipping sauce the blue cheese dipping sauce tasted really fresh and surprisingly light their side of frites or fries was interesting theyre cut into short slivers and fried while crispy it would have been nice to have the fries be a bit more substantial since they tasted like leftover frites at the bottom of the bagnnthe highlight for me was their crepe with chicken and apples all sliced evenly and thinly for the perfectly distributed bite it was a generous portion served with a creamy white sauce to dip all the goodness into their frisee salad with bacon and a softpoached egg was delicious too the egg was perfectly poached,"[{'term': 'ag io Ġfountain Ġnice', 'polarity': 'pos'}, {'term': 'ience Ġand', 'polarity': 'pos'}, {'term': 'Ġonion Ġsoup Ġwas', 'polarity': 'pos'}, {'term': 'Ġgau f rett es Ġwith Ġside Ġof Ġblue Ġcheese Ġdipping Ġsauce Ġthe', 'polarity': 'pos'}, {'term': 'Ġcheese Ġdipping Ġsauce Ġtasted', 'polarity': 'pos'}, {'term': 'Ġof Ġf rites Ġor', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġbe', 'polarity': 'neu'}, {'term': 'rites Ġat', 'polarity': 'pos'}, {'term': 'pe Ġwith Ġchicken Ġand', 'polarity': 'pos'}, {'term': 'Ġsauce Ġto', 'polarity': 'pos'}, {'term': 'ise e Ġsalad Ġwith Ġbacon Ġand', 'polarity': 'pos'}, {'term': 'po ached Ġegg Ġwas', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}]"
i wanted to try something new and decided to try some taiwanese food i really like the area and the plaza the restaurant is in i ordered a few items of the menu and also added a lunch special for my three year old son the lunch special was about 600 and consisted of egg drop soup good vegetable rice okay chicken lo mein great flavor but kind of greasy and a spring roll also good i had the spicy wontons which were excellent and the koahpau which was excellent as well the so called orange juice was extremely sweet and 300 waste of money noverall i was very satisfied with the food and cant wait to come back to try more of their dishes nngo here for great spicy wontons and koahpau instead of getting the orange juice stick with water or bottled soda,"[{'term': 'ai wan ese Ġfood Ġi', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġspecial Ġfor', 'polarity': 'neu'}, {'term': 'Ġspecial Ġwas', 'polarity': 'neu'}, {'term': 'Ġdrop Ġsoup Ġgood', 'polarity': 'pos'}, {'term': 'Ġrice Ġokay', 'polarity': 'pos'}, {'term': 'Ġlo Ġme in Ġgreat', 'polarity': 'pos'}, {'term': 'Ġroll Ġalso', 'polarity': 'pos'}, {'term': 'Ġwont ons Ġwhich', 'polarity': 'pos'}, {'term': 'ah p au Ġwhich', 'polarity': 'pos'}, {'term': 'Ġjuice Ġwas', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġwont ons Ġand', 'polarity': 'pos'}, {'term': 'ah p au Ġinstead', 'polarity': 'pos'}]"
sweet sweet gluttonous maizies i always emerge from the dimly lit bar riddled with guilt at my lack of self control but i keep coming back for more parking is hectic and the restaurant remains consistently busy but neither are such an issue that i would feel hesitant to come herennthe inside has urban swank and remains unpretentious the staff is personable but not overbearing and the foodoh god the food the buffalo cheese dip is cheesy high calorie ooey gooey deliciousness huge chunks of partially melted cheese swim in the dip making it incredibly filling the meat pesto pizza is way too good as wellthick cuts of salty meat dripping cheese generously spread pesto and perfectly crisp crustnnthe pizza burger is amazing what a unique idea i love the quirky well balanced menu there is something to fit most moods and cravings i need to come in for lunch and brunch to see what the day time experience is like but im sure i wont be disappointed,"[{'term': 'Ġis', 'polarity': 'pos'}, {'term': 'oh', 'polarity': 'pos'}, {'term': 'Ġthe', 'polarity': 'neu'}, {'term': 'Ġcheese Ġdip Ġis', 'polarity': 'neu'}, {'term': 'Ġswim', 'polarity': 'pos'}, {'term': 'Ġpest o Ġpizza Ġis', 'polarity': 'pos'}, {'term': 'o Ġand', 'polarity': 'pos'}, {'term': 'n', 'polarity': 'pos'}, {'term': 'Ġburger Ġis', 'polarity': 'pos'}, {'term': 'Ġthere', 'polarity': 'pos'}, {'term': 'Ġto', 'polarity': 'neu'}]"
my grandmother took me here for the first time a year ago and told me stories about the original joes stone crab in florida i believe shes been eating there for years and she only told me about this place now shame on you grandma every time she comes to town we go eat there we get the stone crabs every time and those dipped in their signature sauce is delicious ive had family come eat with me that dont eat shellfish and theyve said the steaks and pasta dishes are just as good definitely a top choice for a date or buttering up the boss for a raise,"[{'term': 'es Ġstone Ġcrab Ġin', 'polarity': 'pos'}, {'term': 'Ġcrabs Ġevery', 'polarity': 'pos'}, {'term': 'Ġsauce Ġis', 'polarity': 'pos'}, {'term': 'fish Ġand', 'polarity': 'neu'}, {'term': 'aks Ġand', 'polarity': 'pos'}, {'term': 'Ġdishes Ġare', 'polarity': 'pos'}]"
when we arrived from the front of the buildingit didnt look very promising and my heart kinda sank a little but once we got inside the courtyardi actually felt like i was in paris except for the dry az heat we there were three of us took a table outside near the fountain and since it was byob and i had printed out a coupon for the free corking fee we brought a bottle to accompany our mealnnfor starters we had the cheese plate the pateand it was delish i got the duck and it was perfectly crispy on the outside moist on the inside and full of flavors i dont recall what my companions hadbut they equally enjoyed their mealsnnconsistent wthe service in paris we found the wait staff here to be efficient brisknnmy boyfriend is not a fan of uppity fancy restaurantsbut he also really enjoyed the food and experience here,"[{'term': 'Ġoutside', 'polarity': 'neu'}, {'term': 'Ġplate Ġthe', 'polarity': 'pos'}, {'term': 'ate and', 'polarity': 'pos'}, {'term': 'nn', 'polarity': 'neu'}, {'term': 'Ġin', 'polarity': 'neu'}, {'term': 'Ġstaff Ġhere', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}]"
my service with viking pools has been great ive been very happy with the price the customer service and the reliability id recommend this company to anyone my neighbors use them too lastly they are very handy they always talk me out of wasting money and buying new equipment they just fix whateverbreaks for way less,"[{'term': 'Ġwith', 'polarity': 'neu'}, {'term': 'Ġthe', 'polarity': 'neu'}, {'term': 'Ġservice Ġand', 'polarity': 'neu'}]"
just like a lot of places i decided to try it out because i couldnt pick up a vegas publication without reading something about this place im not sure what an arepas was and how to pronounce it nor do i even now but i can tell you its wonderfulnnthe location is right across from another gem of mine luv it frozen custard on oakey and lv blvd not sure how packed this place can get but parking could become a problem i visited saturday afternoon and didnt have too many issuesnnso back to the food i would describe an arepas as almost a latin gyro sandwich where you have a pita bread pocket stuffed with delicious meat you have several fillings to choose from all of which are only 5 they also include a bottle of garlic sauce and hot sauce which helps add to the flavor of this pocket of tastinessnnall i know is im coming back here this weekend just like how i refuse to have fast food that is not in n out i most likely wont go back to taco bell in vegas ever again,"[{'term': 'Ġi', 'polarity': 'neu'}, {'term': 'ita Ġbread Ġpocket Ġstuffed', 'polarity': 'pos'}, {'term': 'Ġyou', 'polarity': 'pos'}, {'term': 'ings Ġto', 'polarity': 'neu'}, {'term': 'Ġsauce Ġand', 'polarity': 'pos'}, {'term': 'Ġsauce Ġwhich', 'polarity': 'pos'}, {'term': 'Ġfood Ġthat', 'polarity': 'neu'}]"
youve never been to pittsburgh if yunz havent ate here its a pittsburgh landmarkthe fries the best a sandwich with coleslaw phenomenal ps vinegar and fries try it,"[{'term': 'Ġthe', 'polarity': 'pos'}, {'term': 'Ġwith', 'polarity': 'pos'}, {'term': 'Ġtry', 'polarity': 'pos'}]"
fantastic food great atmosphere and excellent service there is an amazing outdoor patio overlooking lush tropical landscaping and the resorts signature tropical pool loved the sliding glass doors that brought the outside in perfect place to grab a good bite and transport yourself to the tropics its like being on vacation nnthe bartenders are fantastic with 24 beers on tap and the food was great love the island ribs and the best hamburgers in the city,"[{'term': 'Ġgreat', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġthere', 'polarity': 'pos'}, {'term': 'Ġpatio Ġoverlooking', 'polarity': 'pos'}, {'term': 'Ġglass Ġdoors Ġthat', 'polarity': 'pos'}, {'term': 'enders Ġare', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġribs Ġand', 'polarity': 'pos'}, {'term': 'urg ers Ġin', 'polarity': 'pos'}]"
first time here tonight the service was great and a smile on there face very friendly staff the prices are average and the inside is clean the food was good everything tastes really good from the soup to the appetizers to the entru00e9es if were in the again we will stop in for a bite to eat,"[{'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġthe', 'polarity': 'pos'}, {'term': 'Ġare', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġto', 'polarity': 'pos'}, {'term': 'izers Ġto', 'polarity': 'pos'}, {'term': 'ru 00', 'polarity': 'pos'}]"
we had a great meal with friendly service this is not a rush in and out spot so go there and enjoy it great local draft beer list perfect addition to ballantyne for kids and adults,"[{'term': 'Ġwith', 'polarity': 'pos'}, {'term': 'Ġthis', 'polarity': 'pos'}, {'term': 'Ġbeer Ġlist Ġperfect', 'polarity': 'pos'}]"
my friends and i actually saw the commercial for nanas kitchen while on vacation in charlotte i decided to visit today before leaving charlotte this restaurant had a nice crowd i thought we wouldve waited longer than what we did i was impressed i am a very picky eater and i do not eat pork i was very satisfied to find out that nanas kitchen did not have pork in their vegetables so that was a plus for me the customer service was pleasing as well the food was delicious i ordered baked chicken cabbage and collard greens only if im in town again i would definitely visit this restaurant again,"[{'term': 'Ġservice Ġwas', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġchicken Ġcabbage Ġand', 'polarity': 'pos'}, {'term': 'ard Ġgreens Ġonly', 'polarity': 'pos'}]"
booked pickupreturn special online for 120 includes champagne and a roses for the ladies had a driver waiting at the airport by the luggage carousel our driver stopped at the welcome to las vegas sign and walked us right up to the front even though there was a line and took 2 pics for us then we stopped off at the liquor store the driver was very friendly and gave us some tips on how to avoid lines at clubs etc i recommend this to anyone going to vegas if you want to party like a rock star,"[{'term': 'Ġand', 'polarity': 'neu'}]"
